Id,Model,Price,Age_08_04,KM,Fuel_Type,HP,Met_Color,Automatic,cc,Doors,Quarterly_Tax,Weight
811,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,7950,57,72000,Petrol,86,0,0,1300,3,69,1015
812,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9500,59,71366,Petrol,110,0,0,1600,3,85,1065
813,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,71317,Petrol,110,0,0,1600,3,69,1050
814,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,10950,62,71000,Petrol,110,0,0,1600,5,85,1070
815,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,60,70954,Petrol,110,0,0,1600,3,69,1050
816,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9450,63,70908,Petrol,86,0,0,1300,5,69,1035
817,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8000,58,70560,Petrol,110,1,0,1600,3,69,1050
818,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,67,70552,Petrol,110,0,0,1600,5,85,1075
819,TOYOTA Corolla 1.6 16v VVTi Terra Comfort 4/5-Doors,8950,62,70500,Petrol,110,1,0,1600,5,69,1035
820,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10900,60,70453,Diesel,72,0,0,2000,5,185,1135
821,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,9450,59,70218,Petrol,110,1,0,1600,3,69,1050
822,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,64,70116,Petrol,110,1,0,1600,4,69,1035
823,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,65,70068,Petrol,110,1,0,1600,5,85,1075
824,TOYOTA Corolla 1.6 16v Linea Luna 2/3-Doors,10500,67,70000,Petrol,107,1,1,1587,3,19,1065
825,TOYOTA Corolla 1.3 16V L. TERRA COMFORT 2/3-Doors,6950,68,70000,Petrol,86,1,0,1300,3,69,1015
826,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,68,69103,Petrol,110,0,0,1600,4,69,1035
827,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6950,58,69022,Petrol,86,1,0,1300,5,69,1035
828,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9650,67,69000,Petrol,110,1,0,1600,3,85,1065
829,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9950,68,68865,Petrol,110,1,0,1600,3,85,1065
830,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9250,58,68723,Petrol,86,0,0,1300,3,69,1025
831,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,63,68453,Petrol,110,1,0,1600,5,85,1070
832,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,9900,63,68238,Petrol,86,0,0,1300,5,69,1050
833,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10995,63,68153,Petrol,110,1,0,1600,5,85,1085
834,TOYOTA Corolla 1.6 Luna Liftback 4/5-Doors,10500,65,68000,Petrol,110,0,0,1600,5,85,1075
835,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,68000,Petrol,86,1,0,1300,3,69,1015
836,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9750,67,67762,Petrol,110,1,0,1600,3,85,1065
837,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,68,67146,Petrol,110,1,0,1600,5,85,1075
838,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9750,67,67110,Petrol,86,1,0,1300,5,69,1035
839,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,59,67010,Petrol,110,1,0,1600,3,85,1065
840,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10500,65,67003,Petrol,110,1,0,1600,4,69,1035
841,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,10400,68,66785,Petrol,86,0,1,1300,3,69,1045
842,TOYOTA Corolla 3drs 13i-16V 2/3-Doors,8800,68,66550,Petrol,86,0,0,1332,3,69,1010
843,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10500,61,66259,Petrol,110,1,0,1600,3,85,1065
844,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,62,66082,Petrol,110,0,0,1600,5,85,1070
845,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7800,65,66000,Petrol,86,1,0,1300,3,69,1015
846,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,61,66000,Petrol,110,0,0,1600,3,69,1050
847,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10750,63,65896,Petrol,110,1,0,1600,3,85,1065
848,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,67,65785,Petrol,110,1,0,1600,5,85,1075
849,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA AUT4 4/5-Doors,9950,65,65513,Petrol,110,1,1,1600,4,85,1070
850,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,59,65463,Petrol,110,1,0,1600,5,85,1070
851,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8100,68,65400,Petrol,86,1,0,1300,4,69,1000
852,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9250,60,65259,Petrol,110,1,0,1600,3,69,1050
853,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7800,64,65000,Petrol,110,1,0,1600,3,69,1050
854,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9000,68,65000,Petrol,110,0,0,1600,5,85,1070
855,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,57,65000,Petrol,110,0,0,1600,4,69,1035
856,TOYOTA Corolla 1.3-16V Luna 2/3-Doors,8950,62,64966,Petrol,86,0,0,1300,3,69,1020
857,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,68,64950,Petrol,110,1,0,1600,5,85,1075
858,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8500,60,64914,Petrol,110,1,0,1600,5,85,1070
859,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7995,62,64797,Petrol,110,1,0,1600,5,85,1075
860,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,65,64772,Petrol,110,1,0,1600,3,69,1050
861,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9750,63,64690,Petrol,86,0,0,1300,3,69,1020
862,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,10950,65,64630,Petrol,110,0,0,1600,5,85,1070
863,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9750,67,64613,Petrol,110,1,0,1600,5,85,1085
864,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8200,60,64383,Petrol,86,0,0,1300,3,69,1015
865,TOYOTA Corolla LIFTBACK 1.6 Linea Sol 4/5-Doors,8950,68,64000,Petrol,110,0,0,1600,5,85,1075
866,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9500,66,63881,Petrol,86,0,0,1300,3,69,1015
867,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10950,58,63870,Diesel,72,0,0,2000,5,185,1135
868,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9750,66,63328,Petrol,86,0,1,1300,5,85,1065
869,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9950,65,63000,Petrol,86,1,1,1300,5,85,1065
870,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA AUT3 2/3-Doors,10450,61,63000,Petrol,86,0,1,1300,3,69,1050
871,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9850,65,62396,Petrol,110,0,0,1600,3,69,1050
872,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9450,62,62377,Petrol,110,1,0,1600,5,85,1075
873,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10295,67,62316,Petrol,110,1,0,1600,3,69,1050
874,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9750,68,62292,Petrol,110,1,0,1600,3,85,1065
875,TOYOTA Corolla 1.6i Linea Terra HB 2/3-Doors,8950,65,62225,Petrol,110,1,0,1600,3,69,1050
876,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,68,62222,Petrol,110,0,0,1600,5,85,1075
877,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,66,62135,Petrol,86,1,0,1300,5,69,1035
878,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,62024,Petrol,110,1,0,1600,5,85,1075
879,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,60,61977,Petrol,86,1,0,1300,3,69,1015
880,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9950,62,61930,Petrol,110,1,0,1600,4,69,1035
881,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10950,57,61682,Petrol,110,0,0,1600,3,69,1050
882,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9795,68,61568,Petrol,110,1,0,1600,4,69,1035
883,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,8750,68,61504,Petrol,110,1,0,1600,4,69,1035
884,TOYOTA Corolla 1.6 HB Linea Terra 2/3-Doors,8250,65,61384,Petrol,110,1,0,1600,3,69,1050
885,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,61343,Petrol,110,1,0,1600,5,85,1075
886,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,61254,Petrol,110,0,0,1600,5,85,1075
887,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10500,59,61166,Petrol,110,1,0,1600,3,69,1050
888,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9750,62,61149,Petrol,86,1,0,1300,5,69,1040
889,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,11250,61,61144,Petrol,110,1,0,1600,5,85,1090
890,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,61127,Petrol,110,1,0,1600,3,69,1050
891,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,60,61100,Petrol,86,1,0,1300,3,69,1015
892,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11500,68,61100,Petrol,110,1,0,1600,5,85,1075
893,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9450,57,61000,Petrol,110,1,0,1600,3,69,1050
894,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7995,65,60724,Petrol,86,1,0,1300,3,69,1015
895,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10995,59,60708,Petrol,86,1,0,1300,5,69,1045
896,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,61,60532,Petrol,110,1,0,1600,3,69,1050
897,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,8250,67,60000,Petrol,86,0,1,1300,4,69,1030
898,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,66,60000,Petrol,86,1,0,1300,3,69,1015
899,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,60000,Petrol,86,1,0,1300,3,69,1015
900,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9500,62,59295,Petrol,86,0,0,1300,5,69,1035
901,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,65,59264,Petrol,86,0,0,1300,3,69,1015
902,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,63,59000,Petrol,110,0,0,1600,3,69,1050
903,TOYOTA Corolla LIFTBACK 1.3i Linea Luna Liftback 4/5-Doors,9950,63,59000,Petrol,86,1,0,1300,5,19,1035
904,TOYOTA Corolla 1.6 VVTi Linea Luna Lift 4/5-Doors,9750,65,59000,Petrol,110,0,0,1600,5,19,1075
905,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9450,61,59000,Petrol,110,1,0,1600,5,85,1070
906,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,65,59000,Petrol,110,0,0,1600,3,69,1050
907,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9750,68,58860,Petrol,110,1,0,1600,3,85,1055
908,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,58829,Petrol,110,0,0,1600,3,69,1050
909,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,66,58654,Petrol,110,1,0,1600,5,85,1070
910,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,65,58300,Petrol,86,1,0,1300,3,69,1015
911,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,60,58269,Petrol,110,1,0,1600,3,69,1050
912,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,64,58136,Petrol,110,1,0,1600,5,85,1075
913,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9450,66,58113,Petrol,107,1,1,1600,3,85,1085
914,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,12950,67,58058,Petrol,110,1,0,1600,3,85,1065
915,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,9950,58,58000,Petrol,110,1,0,1600,3,69,1050
916,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10495,62,58000,Petrol,110,1,0,1600,3,85,1065
917,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,68,57565,Petrol,86,1,0,1300,5,69,1035
918,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA AUT4 Stationwagen,10500,63,57413,Petrol,107,0,1,1600,5,85,1115
919,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,65,57374,Petrol,110,1,0,1600,5,85,1075
920,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,62,57179,Petrol,110,1,0,1600,5,85,1075
921,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9995,61,57169,Petrol,110,1,0,1600,3,85,1065
922,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9950,63,57124,Petrol,110,1,0,1600,3,85,1065
923,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,63,57000,Petrol,110,1,0,1600,3,69,1050
924,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,67,57000,Petrol,110,0,0,1600,3,69,1050
925,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,63,57000,Petrol,86,1,0,1300,5,69,1035
926,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,59,56259,Petrol,86,0,0,1300,3,69,1015
927,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,10950,62,56209,Petrol,107,1,1,1600,3,85,1080
928,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,9250,67,56074,Petrol,86,0,0,1300,4,69,1000
929,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,63,55942,Petrol,110,1,0,1600,5,85,1070
930,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9995,57,55844,Petrol,86,1,0,1300,5,69,1045
931,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,61,55747,Petrol,86,0,0,1300,3,69,1020
932,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10950,58,55478,Petrol,86,0,0,1300,5,69,1045
933,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,10350,60,55085,Petrol,107,0,1,1600,5,85,1105
934,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,65,55061,Petrol,110,1,0,1600,5,85,1070
935,TOYOTA Corolla 1.3 Hatchback 2/3-Doors,8950,65,55000,Petrol,86,1,0,1300,3,69,1015
936,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,57,55000,Petrol,110,0,0,1600,5,85,1075
937,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,63,54936,Petrol,110,1,0,1600,5,85,1075
938,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,68,54875,Petrol,110,1,0,1600,5,85,1070
939,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,67,54847,Petrol,110,0,0,1600,3,69,1050
940,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10250,60,54554,Petrol,110,1,0,1600,3,85,1065
941,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,9450,61,54125,Petrol,110,1,0,1600,5,69,1035
942,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9250,61,54000,Petrol,110,1,0,1600,3,85,1055
943,TOYOTA Corolla 1.6 I lb luna 4/5-Doors,10500,57,54000,Petrol,110,1,0,1600,5,85,1075
944,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7350,58,54000,Petrol,86,0,0,1300,5,69,1035
945,TOYOTA Corolla 2/3-Doors,10250,57,54000,Petrol,110,1,0,1600,3,19,1135
946,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10250,62,53285,Petrol,110,1,0,1600,5,85,1075
947,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11500,65,53053,Petrol,110,1,0,1600,5,85,1075
948,TOYOTA Corolla LIFTBACK 1.6-16v Linea Luna 2/3-Doors,8950,68,53000,Petrol,110,1,1,1587,3,19,1075
949,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,68,53000,Petrol,86,0,0,1300,3,69,1015
950,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9500,64,52968,Petrol,110,1,0,1600,3,69,1050
951,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,8450,67,52800,Petrol,86,1,0,1300,3,69,1015
952,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,57,52548,Petrol,110,0,0,1600,3,69,1050
953,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8400,60,52487,Petrol,110,1,0,1600,4,69,1035
954,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9250,66,52383,Petrol,86,0,0,1300,3,69,1015
955,TOYOTA Corolla 1.6 linea terra 4/5-Doors,8900,61,52112,Petrol,110,1,0,1600,4,69,1035
956,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,58,51712,Petrol,110,0,0,1600,3,69,1050
957,TOYOTA Corolla 1.6 Linea Luna Aut. 4/5-Doors,10950,58,51421,Petrol,110,0,1,1600,5,85,1105
958,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,61,51235,Petrol,86,1,0,1300,4,69,1000
959,TOYOTA Corolla 1.3I LINEATERRA 2/3-Doors,8950,65,51000,Petrol,86,1,0,1300,3,69,1015
960,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8895,61,50925,Petrol,110,1,0,1600,5,85,1070
961,TOYOTA Corolla ,9390,66,50806,Petrol,86,0,0,1300,3,19,1480
962,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,59,50469,Petrol,110,1,0,1600,5,85,1070
963,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9750,61,50173,Petrol,110,1,0,1600,5,85,1075
964,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,50000,Petrol,110,1,0,1600,5,85,1075
965,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10950,65,49942,Petrol,110,0,0,1600,3,85,1065
966,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9900,67,49585,Petrol,110,0,0,1600,5,85,1085
967,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9500,62,49258,Petrol,110,1,0,1600,4,69,1035
968,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,61,49000,Petrol,110,0,0,1600,3,69,1050
969,TOYOTA Corolla 1.6 LL HB 4/5-Doors,9950,63,48738,Petrol,110,0,0,1600,5,85,1055
970,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,10500,62,47750,Petrol,86,1,0,1300,5,69,1040
971,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9950,63,47612,Petrol,86,0,0,1300,3,69,1015
972,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,10495,68,47500,Petrol,86,1,0,1300,5,69,1035
973,TOYOTA Corolla 1.6 Linea Terra Comfort HB 2/3-Doors,9500,66,47237,Petrol,110,0,0,1600,3,69,1050
974,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,58,47171,Petrol,86,1,0,1300,3,69,1015
975,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10450,60,47060,Petrol,110,0,0,1600,4,69,1035
976,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,47014,Petrol,86,1,0,1300,3,69,1015
977,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9900,59,46929,Petrol,86,1,0,1300,3,69,1025
978,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8900,63,46000,Petrol,86,0,0,1300,5,69,1035
979,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8745,65,45681,Petrol,110,0,0,1600,3,69,1050
980,TOYOTA Corolla 1.3 HB Linea Terra 2/3-Doors,8750,65,45549,Petrol,86,1,0,1300,3,69,1015
981,TOYOTA Corolla 1.6 GTSi HB 4/5-Doors,10750,57,45000,Petrol,110,1,0,1600,5,69,1050
982,TOYOTA Corolla 1.6 GTSi HB 2/3-Doors,9750,57,45000,Petrol,110,1,0,1600,3,69,1050
983,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8850,65,45000,Petrol,110,0,0,1600,5,85,1075
984,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,66,45000,Petrol,86,1,0,1300,5,69,1035
985,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,9450,63,45000,Petrol,110,1,0,1600,4,69,1035
986,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9950,61,45000,Petrol,107,0,1,1600,3,85,1085
987,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,63,44944,Petrol,110,1,0,1600,4,69,1035
988,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,9950,61,44597,Petrol,86,0,0,1300,3,19,1015
989,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9995,68,44458,Petrol,86,0,0,1300,3,69,1015
990,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,59,43818,Petrol,110,0,0,1600,5,85,1070
991,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10495,60,43426,Petrol,110,1,0,1600,5,85,1070
992,TOYOTA Corolla 1.6 Lin.Terra Aut. 4/5-Doors,7950,58,43000,CNG,110,1,1,1600,4,72,1114
993,TOYOTA Corolla 1.6 SD TERRA 4/5-Doors,8950,68,43000,Petrol,110,1,0,1600,5,69,1035
994,TOYOTA Corolla 1.6 16v Liftback Linea Luna 4/5-Doors,9695,57,43000,Petrol,110,0,0,1600,5,85,1075
995,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,64,43000,Petrol,86,0,0,1300,3,69,1015
996,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,68,42750,Petrol,110,1,0,1600,3,69,1050
997,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,67,42102,Petrol,110,1,0,1600,5,85,1075
998,TOYOTA Corolla 1.6 LB Linea Terra 4/5-Doors,9950,63,41586,Petrol,110,1,0,1600,5,19,1114
999,TOYOTA Corolla 1.6 4/5-Doors,9900,64,41200,Petrol,110,0,0,1600,5,85,1070
1000,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10950,57,40214,Petrol,86,0,0,1300,3,69,1025
1001,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,60,40000,Petrol,86,1,0,1300,4,69,1000
1002,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,66,39222,Petrol,86,1,1,1300,3,69,1045
1003,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,66,39144,Petrol,110,1,0,1600,3,69,1050
1004,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10250,62,39000,Petrol,110,1,0,1600,5,85,1075
1005,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,61,38019,Petrol,110,1,0,1600,5,85,1070
1006,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9750,68,37759,Petrol,110,1,0,1600,5,85,1070
1007,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,61,37500,Petrol,110,0,0,1600,5,85,1085
1008,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10950,60,37111,Petrol,110,1,0,1600,3,69,1050
1009,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9750,62,37000,Petrol,86,0,0,1300,3,69,1015
1010,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,36954,Petrol,110,1,0,1600,3,69,1050
1011,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,60,36943,Petrol,110,0,0,1600,5,85,1070
1012,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,9950,63,36923,Petrol,86,0,0,1300,5,69,1050
1013,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,66,36658,Petrol,110,0,0,1600,3,69,1050
1014,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,65,36000,Petrol,86,1,0,1300,3,69,1015
